Song URL,Song Title,Album Title,Artist Names
https://music.youtube.com/watch?v=EE2ZhMg_uzc,Anime Thighs,Anime Thighs (feat. Wonder),MC Virgins
https://music.youtube.com/watch?v=jQbTfqfwwG0,Another Round,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=fyYrX2aWvao,Arrival,With Regards,Oksami
https://music.youtube.com/watch?v=D8a5fO9Qdvk,At Day's End,At Day's End/Small Hours,Haruhisa Tanaka
https://music.youtube.com/watch?v=u5BaTgZiZdU,Azzurri,Lupin III,Papik
https://music.youtube.com/watch?v=asKMPYcy3s0,B.I.O. (Characters),Lupin III,Papik
https://music.youtube.com/watch?v=DYYkJ0kwNss,Banana Boat (Day-O),Calypso,Harry Belafonte
https://music.youtube.com/watch?v=dzjewdFEwjo,Battle Theme 1.x,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=XmAkYYsgDLU,Before You,Beyond The Veil,Seven Lions
https://music.youtube.com/watch?v=sAdbSY8LW8o,Below,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=nqAEQRUIpIs,Beneath the Mask,The Velvet Lounge,Sapphire
https://music.youtube.com/watch?v=IlkcoigtRHE,"Beneath the Mask (""P5D"" ver.)",Persona Dancing 『P3D』＆『P5D』 Soundtrack –ADVANCED EDITION-,Lyn
https://music.youtube.com/watch?v=H6nEPNmneGg,Between,Beyond The Veil,Seven Lions
https://music.youtube.com/watch?v=f20JhfRDxk4,Beyond the Unknown,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=vrhE09RmN0s,Beyond The Veil,Beyond The Veil,Seven Lions
https://music.youtube.com/watch?v=uHIhg8J9VHk,bird with hat,bird with hat,floopy
https://music.youtube.com/watch?v=Qw3q1PJUpO8,Bite of the Black Wolf,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=qrqcI7WpLYM,Black Ice,Black Ice,"Subtronics, Rezz"
https://music.youtube.com/watch?v=RAut3N1uZuI,Black Sheep (Brie Larson Vocal Version),Black Sheep (Brie Larson Vocal Version),Metric
https://music.youtube.com/watch?v=fV-lVkV6ZJg,Bliss,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,"Masayoshi Soken, FILM SCORE"
https://music.youtube.com/watch?v=UFWUe-zddYk,Blood Gun,Catechesis,Garoad
https://music.youtube.com/watch?v=hUSR2JzEauI,Bo-down,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Nobuo Uematsu
https://music.youtube.com/watch?v=rCVZtekaEPo,Bomb Thrown,Czarface Meets Metal Face,"Czarface, MF DOOM"
https://music.youtube.com/watch?v=WVkD4lgXTEU,Bones in the Ocean,Bones in the Ocean,The Longest Johns
https://music.youtube.com/watch?v=HTAGgR893ZI,Bowsette,Bowsette,The Chalkeaters
https://music.youtube.com/watch?v=GITYjbKnlQc,Break in to Break Out,The Velvet Lounge,Sapphire
https://music.youtube.com/watch?v=X8qUpoh5-O0,Breaking Boundaries,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=M3Vr8_mwwqU,Brian is the Most Beautiful,Songs & Demos 2015-2017,Memo Boy
https://music.youtube.com/watch?v=GXVuizEdxG0,Brothers in Arms,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,"Masayoshi Soken, FILM SCORE"
https://music.youtube.com/watch?v=cQzMHhRCTYw,Buddy Holly,Weezer (Blue Album),Weezer
https://music.youtube.com/watch?v=GVQ6UiIXnMs,Bury Me,Bury Me,"SFINX, Rainych"
https://music.youtube.com/watch?v=QJ1AC9tvv2g,By Far and Away,The Way Forward,Intervals
https://music.youtube.com/watch?v=PL2D4l1Ppy8,Calamity Unbound,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=kFt_bRFNzks,Call On Me,Beyond The Veil,Seven Lions
https://music.youtube.com/watch?v=HxFlsiFwM5E,Calling,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=Z3J3ADqDopk,Can I friend you on Bassbook? lol,4orce!,Camellia
https://music.youtube.com/watch?v=YYwiO_tGmT0,Cash Wednesday,Prom King,Skylar Spence
https://music.youtube.com/watch?v=KT8oFMBKIjI,"Cast List (From ""Super Mario World"")","Cast List (From ""Super Mario World"")",3000m
https://music.youtube.com/watch?v=YOp2AV7XR1A,Cat Fight,Lupin III,Papik
https://music.youtube.com/watch?v=mtOAhF6lJxk,Cheat Codes for Hoes,Cheat Codes for Hoes,"Shotgun Willy, TRAQULA"
https://music.youtube.com/watch?v=rR1nZLeQl1A,Children of the Grave,The Ultimate Collection,Black Sabbath
https://music.youtube.com/watch?v=0t3mAuKYpI8,Christmas of a Wandering Ghost,Christmas of a Wandering Ghost,Snail's House
https://music.youtube.com/watch?v=ATm_iu6CWcE,Cinquecento,Lupin III,Papik
https://music.youtube.com/watch?v=05VMGU_jxww,Cityscapes,With Regards,Oksami
https://music.youtube.com/watch?v=Z9Onb_z0XPI,Clavar La Espada,TV Animation BLEACH Original Soundtrack 3,Shiro SAGISU
https://music.youtube.com/watch?v=XuFZiIYZzdk,Cold Salvation,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=crI88tZxKO0,Colors,Colors,Beck
https://music.youtube.com/watch?v=IopCxEnVgYg,Combat Mosh,Born Of The Bomb,Lich King
https://music.youtube.com/watch?v=rqduNLyi8kk,Comical Chase,Lupin III,Papik
https://music.youtube.com/watch?v=jzir3rJbJtk,"Concerto In G Minor for Violin, String Orchestra and Continuo, Op. 8, No. 2, RV 315, ""L'estate"" (L'Eté). Presto, Tempo impetuoso d'estate",This is Vivaldi,Antonio Vivaldi
https://music.youtube.com/watch?v=CpSnnlzbO9o,Connected (Yours Forever) [In-Game Mix],Tetris Effect (Original Soundtrack),Hydelic
https://music.youtube.com/watch?v=1V8W8lqzSY4,Conundrum,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,"Masayoshi Soken, FILM SCORE"
https://music.youtube.com/watch?v=_qTphBoiEF4,Counterintelligence (M16's Theme),Lupin III,Yuma
https://music.youtube.com/watch?v=_PPVgzKQmy0,Cracks in the Wall,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=pt2k_XOOVc0,credits song for my death,IN MY HEAD,vivivivivi
https://music.youtube.com/watch?v=BYwDsXAnyIs,Crystal Rain,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=f9zktl7V5W4,Currents,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=0NQHJfaLWgM,Damnation,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=ttY0vfyd-dI,Dance Macabre,Prequelle,Ghost B.C.
https://music.youtube.com/watch?v=gCu9Vq2TbUE,Dance of the Fireflies,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=YATqq7G_rjA,Dancing Thieves,Lupin III,Papik
https://music.youtube.com/watch?v=Xd5SMgJVEAM,Dancing To Cat Guitar,Natsu Zen Kai,Masayoshi Takanaka
https://music.youtube.com/watch?v=DAbdQlO1aCw,Dawn of a New Era,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=xYaZpTGBjv8,Daytrip,With Regards,Oksami
https://music.youtube.com/watch?v=OdnTQqB4q4w,Dead Weight,HiLo,Jack Stauber
https://music.youtube.com/watch?v=bI98nBRpvgg,Decision,Rocky III: Music From The Motion Picture,Bill Conti
https://music.youtube.com/watch?v=NtLpBa_klEQ,Defender of the Realm,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,"Masayoshi Soken, FILM SCORE"
https://music.youtube.com/watch?v=MwDmdiHa82c,Discordance,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=cgmwMb13lLc,Do Something,Do Something,Emi Grace
https://music.youtube.com/watch?v=LYySsU8A08w,Don't Stop Me Now,Symphonic Queen - The Greatest Hits,"Royal Philharmonic Orchestra, Matthew Freeman"
https://music.youtube.com/watch?v=i7ouv9AyB_o,Don't you want me,SPD GAR,PSYQUI
https://music.youtube.com/watch?v=l-uVkrzo8eU,Downtown,This Unruly Mess I've Made,Macklemore & Ryan Lewis
https://music.youtube.com/watch?v=f7P5Q2IIT4U,Dragostea din tei,DiscO-Zone,O-Zone
https://music.youtube.com/watch?v=uxyM7vhU0uU,Dream Sweet in Sea Major,Hawaii: Part II,Miracle Musical
https://music.youtube.com/watch?v=wMQ2GAYg9fg,Dreamer,Dreamer,Throttle
https://music.youtube.com/watch?v=IqUSJihwMQA,Dreams And Disasters,The Midsummer Station,Owl City
https://music.youtube.com/watch?v=2MaV1O1xTPM,Duree,Duree,"Sheeno Mirin, Hatsune Miku"
https://music.youtube.com/watch?v=IdIdqyO8fb8,E. S. P.,An Insatiable High,Masayoshi Takanaka
https://music.youtube.com/watch?v=DwYNdvSgUVQ,Echoes of Ages Past,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=1ibelOsqVnQ,Eenie Meenie,Eenie Meenie,Sean Kingston
https://music.youtube.com/watch?v=qVanbaLtUF8,egoist,memento mori,Paseri Onuma
https://music.youtube.com/watch?v=2J-bPsJUjUw,Engage,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=ayazprlxbyk,Eorzea de Chocobo,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=qR6mTJRbcaE,Escape From The City ...for City Escape,SONIC ADVENTURE 2 Original Soundtrack 20th Anniversary Edition,"Ted Poley, Tony Harnell"
https://music.youtube.com/watch?v=qjZ5eC5N5zw,Euphoria,Euphoria,Andora
https://music.youtube.com/watch?v=iBGEdwCyqsU,Ever Upwards,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,"Masayoshi Soken, FILM SCORE"
https://music.youtube.com/watch?v=iuAd0QIipMA,Every Note,Forever,Mystery Skulls
https://music.youtube.com/watch?v=8arcSmbqm2s,Every Time,Beyond The Veil,Seven Lions
https://music.youtube.com/watch?v=8YWX3mRQZ88,Everything Goes On,Everything Goes On,"Porter Robinson, League of Legends"
https://music.youtube.com/watch?v=jEILGYq7eso,Eye In The Sky,Eye In The Sky,The Alan Parsons Project
https://music.youtube.com/watch?v=3chCr8xYTOY,Fabulous Secret Powers,Fabulous Secret Powers,SLACKCiRCUS
https://music.youtube.com/watch?v=K3M6877-NT0,Faint Attraction,Lupin III,Papik
https://music.youtube.com/watch?v=_9EYQ6brwpo,Fallen Angel,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=pdsmQ5LMVM4,Falling Fast,Beyond The Veil,Seven Lions
https://music.youtube.com/watch?v=M7vdDpoWl4U,Feal Brids,Dated New Aesthetic,"Windows 96, Gavriel"
https://music.youtube.com/watch?v=QAFMW-ZGmaI,Fealty,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=zRHiTjce9s0,FFVII REMAKE: Let the Battles Begin! - A Merc's Job,FINAL FANTASY VII REMAKE Original Soundtrack,Nobuo Uematsu
https://music.youtube.com/watch?v=oBqdqxXkvUc,Final Boss,Less Traveled,Tommy Ami
https://music.youtube.com/watch?v=4gzIL8_G4Xs,Find Your Flame,Sonic Frontiers Original Soundtrack Stillness & Motion,"SEGA, Tomoya Ohtani"
https://music.youtube.com/watch?v=r1VXp_LecZs,Five Nights at Freddy's Song (Metal Version) [feat. The Living Tombstone],"Fnaf, Vol​. ​1",MiatriSs
https://music.youtube.com/watch?v=kHXLTei_L7s,Fleeting Lullaby,Fleeting Lullaby,Ado
https://music.youtube.com/watch?v=XBJUTYQfUCc,Fleeting Rays,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=jy1FMV9U1Ug,Flibbertigibbet,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=Dwl9DaaGUdM,Flight,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=oFjUxkvo_n8,Flightless Wings,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Nobuo Uematsu
https://music.youtube.com/watch?v=od2q-e5K-Zc,Fluorescent Adolescent,Favourite Worst Nightmare,Arctic Monkeys
https://music.youtube.com/watch?v=UY3rK1DKIFA,Flying Lupin,Lupin III,Papik
https://music.youtube.com/watch?v=KE3mZnfGXSI,Forever Lost,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=yB2WQrRfcvU,Fracture,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=3rpQTqpFTF4,Fragments of Time,Random Access Memories,"Daft Punk, Todd Edwards"
https://music.youtube.com/watch?v=UYAy-INquM0,Frame of Mind,Frame of Mind,"Tristam, Braken"
https://music.youtube.com/watch?v=iD3Q-O-PzFY,From Fear to Fortitude,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,"Masayoshi Soken, FILM SCORE"
https://music.youtube.com/watch?v=NWN1LSmrYsA,From Left to Right~,Slice of Life,Cute Girls Doing Cute Things
https://music.youtube.com/watch?v=QNgcCnGR_3E,From the Depths,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=tF0YfNdzZ8A,Frontiers Within,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=uzMhyTs_Kag,Fujiko's Theme,Lupin III,Papik
https://music.youtube.com/watch?v=CbYhiJwExGE,Funky Motion,Funky Stuff,Jiro Inagaki and His Soul Media
https://music.youtube.com/watch?v=0stJUDYcbbQ,Fuzaketenaize,Fuzaketenaize,NECRY TALKIE
https://music.youtube.com/watch?v=lFtHf-nKLzw,garden of birdly delights,return to bird world,leon chang
https://music.youtube.com/watch?v=bu3ruL8WJgc,Getting Along,Weekend Man,Royal Republic
https://music.youtube.com/watch?v=5etD8mRAsio,Go!!!,Go!!!,FLOW
https://music.youtube.com/watch?v=HjEWGWs8GWc,Goemon's Theme,Lupin III,Papik
https://music.youtube.com/watch?v=hQUvY6F4q34,Good (Bad?) Old Days,An Insatiable High,Masayoshi Takanaka
https://music.youtube.com/watch?v=8SwPB2-NAVg,Good King Moggle Mog XII,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=vfLfonEeoyM,Good-bye Declaration,Good-bye Declaration,Chinozo
https://music.youtube.com/watch?v=B57B7kjYOuA,Goyanomachiawase,Goyanomachiawase,Hello Sleepwalkers
https://music.youtube.com/watch?v=EDMSiBo06lc,Greenwrath,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=WOb8-C6jw0M,Guns and Ships,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr., Daveed Diggs, Christopher Jackson, Original Broadway Cast of Hamilton"
https://music.youtube.com/watch?v=r-QOMq_-bFc,Hai Domo,Hai Domo,Cao White
https://music.youtube.com/watch?v=yEWFxNNjalI,Hall of the Mountain King,Hall of the Mountain King,Kevin MacLeod
https://music.youtube.com/watch?v=ZYl7BLy5y70,Halo,Anima,"Pendulum, Bullet For My Valentine"
https://music.youtube.com/watch?v=p__uF4z-rGw,Hard to Miss,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=XzH8ilNKBCg,Heartbeat,Camp,Childish Gambino
https://music.youtube.com/watch?v=Xp8bEeXMNyk,Heartless,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=GJWVMBNptVw,Heaven,The Velvet Lounge,Sapphire
https://music.youtube.com/watch?v=F58CP8NmH_8,Hell on Earth,Senjutsu,Iron Maiden
https://music.youtube.com/watch?v=WxZ6A-5gE88,Henosis,Beyond The Veil,Seven Lions
https://music.youtube.com/watch?v=rddxMpDR8OQ,Hentai Bitch,Hentai Bitch,Shiki-Tmns
https://music.youtube.com/watch?v=e56btHTwjUY,Hide,Hide,4ЯR
https://music.youtube.com/watch?v=58zQgHxuTeA,Higher,Higher,Aktive
https://music.youtube.com/watch?v=5aYxsEakkPU,Historic Cause,Lupin III,Yuma
https://music.youtube.com/watch?v=HA3Ks8NLS-Y,Hopes And Dreams,UNDERTALE Soundtrack,Toby Fox
https://music.youtube.com/watch?v=gfivrum_3ow,Hot Shower,,Chance the Rapper featuring MadeinTYO and DaBaby
https://music.youtube.com/watch?v=pbWK9xvnfeA,How he found the world all strange and the world found him strange likewise,Dated New Aesthetic,"Windows 96, Gavriel"
https://music.youtube.com/watch?v=Uc2X1WW8u9Q,Hubris,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,"Masayoshi Soken, FILM SCORE"
https://music.youtube.com/watch?v=CyIoNt2m1Gw,HUNTING FOR YOUR DREAM,ANGEL OF SALVATION,GALNERYUS
https://music.youtube.com/watch?v=tt7-5rFaGOw,Hyakki Yakou,Liquid Soul and Solid Blood,Hello Sleepwalkers
https://music.youtube.com/watch?v=GlhW5XQZ1qU,Hymn of Tabal,Catechesis,Garoad
https://music.youtube.com/watch?v=B-tDrYUaAns,I Am the Sea,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=buYrBbwyCGE,I Can't Decide,Ta Dah,Scissor Sisters
https://music.youtube.com/watch?v=pLQEdhCoBE4,I Just Want to Be the One You Love,I Just Want to Be the One You Love,Cryst
https://music.youtube.com/watch?v=L0qBulm0hbg,I Keep Forgettin' (Every Time You're Near),If That's What It Takes,Michael McDonald
https://music.youtube.com/watch?v=ch8g-sJb6ow,I Love Kanye,The Life Of Pablo,Kanye West
https://music.youtube.com/watch?v=RxzaCKpgVcA,I should probably start looking,Dated New Aesthetic,"Windows 96, Gavriel"
https://music.youtube.com/watch?v=Ye9hGotPPVk,I'm Still Standing,Too Low For Zero,Elton John
https://music.youtube.com/watch?v=QXVA1Nn3kLU,ICE,ICE,MORGENSHTERN
https://music.youtube.com/watch?v=-LwBbLa_Vhc,If I could be a constellation,Kessoku Band,kessoku band
https://music.youtube.com/watch?v=jLNOjKo7BHo,Ignite (2016 League Of Legends World Championship),Ignite (2016 League Of Legends World Championship),Zedd
https://music.youtube.com/watch?v=w-cJJjvcYrs,Illumination,Destiny Calls,Phil Rey
https://music.youtube.com/watch?v=1nayMgzBz9M,Illusion Fantasy,Lupin III,Papik
https://music.youtube.com/watch?v=gkn1U2LgMg0,Indigo Night,kyoto rain,Seycara Orchestral
https://music.youtube.com/watch?v=SpmkpZrjEao,Intertwined,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=eggBwREXhIM,"Isn't it ""A""","Isn't it ""A""",PinocchioP
https://music.youtube.com/watch?v=mra-n74a1Mk,Italian Dream,Lupin III,Papik
https://music.youtube.com/watch?v=HP_d0gNPXM8,Japan,Japan,Throttle
https://music.youtube.com/watch?v=S8Rn51hIJlE,Japan (VIP),Where U Are (Deluxe),Throttle
https://music.youtube.com/watch?v=9PariYoTuKA,Jazz Lupin,Lupin III,Papik
https://music.youtube.com/watch?v=46wclSkf6xo,Jigen's Theme,Lupin III,Papik
https://music.youtube.com/watch?v=7PQsGX1YOuE,"Jump Up, Super Star!","Jump Up, Super Star!",The Living Tombstone
https://music.youtube.com/watch?v=YbQ2ucvwlK8,Kalinka (Vocal Dance Mix),Best of Yamboo,Yamboo
https://music.youtube.com/watch?v=4fC1M6MjtFM,Kanzen kankaku Dreamer,Niche Syndrome,ONE OK ROCK
https://music.youtube.com/watch?v=1egoH62ccnk,Karekore No Korekara,Karekore No Korekara,meiyo
https://music.youtube.com/watch?v=NMA_isZYsYQ,KICK BACK,KICK BACK,Kenshi Yonezu
https://music.youtube.com/watch?v=yZgzEVS-G6k,Kicking Cars,D>E>A>T>H>M>E>T>A>L,Panchiko
https://music.youtube.com/watch?v=25tPoLKsEL8,Kimi No Kioku,The Velvet Lounge,Sapphire
https://music.youtube.com/watch?v=SsbZUjJHMAY,Kiss of Chaos,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=rQiHzcdUPAU,"KOMM, SUSSER TOD (M-10 Director's Edit Version)",Evangelion Finally,Arianne
https://music.youtube.com/watch?v=S-Ioe6YFSGQ,Konami Beta Female,Dated New Aesthetic,"Windows 96, Gavriel"
https://music.youtube.com/watch?v=0hhwDhJ8Zdo,La vie en rose,Sings - Back Through The Years/A Centennial Celebration,Louis Armstrong And His Orchestra
https://music.youtube.com/watch?v=3LxMbCUvhDI,La Vie en Rose,Hello Dolly,Louis Amstrong
https://music.youtube.com/watch?v=HDVIQ6E_J58,Language,Language,Porter Robinson
https://music.youtube.com/watch?v=MOOXO0ShopI,Last Summer Whisper,Heaven Beach,Anri
https://music.youtube.com/watch?v=fQRspastAEA,Last Surprise,The Velvet Lounge,Sapphire
https://music.youtube.com/watch?v=LeRpt1Voo0M,Lichdragon Fortissax,Elden Ring (Original Soundtrack),Yoshimi Kudo
https://music.youtube.com/watch?v=cAJ4FOZWTRM,Lifelike,Nurture,Porter Robinson
https://music.youtube.com/watch?v=revu_TYcsNI,Light,Light,San Holo
https://music.youtube.com/watch?v=KVHSORzcYho,Lightsleeper,Dated New Aesthetic,"Windows 96, Gavriel"
https://music.youtube.com/watch?v=GYW0qE6UmWA,Lightyears,Digital Heart,nanobii
https://music.youtube.com/watch?v=aL1ENv0Wh-Y,Lipflaps on Longstops,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=DSw8ZYtW8Uo,loading...,loading...,ChocoChip
https://music.youtube.com/watch?v=DCQEYw1gbSU,Loneliness,Loneliness,Ginger Root
https://music.youtube.com/watch?v=S7p3dsZ7qK4,Love You Back,Love You Back,Madeon
https://music.youtube.com/watch?v=ZqK2As0qimM,love.,The Boy Who Flew To The Moon (Vol. 1),Kid Cudi
https://music.youtube.com/watch?v=c0fHs7THj4k,Lovefool,First Band On The Moon,The Cardigans
https://music.youtube.com/watch?v=mJCyw8OavGg,Loving You,With Regards,Oksami
https://music.youtube.com/watch?v=6xZGp_JeQLU,Lupin Theme,Lupin III,Papik
https://music.youtube.com/watch?v=zj3ixQHAgC0,Lupin's Lament,Lupin III,Yuma
https://music.youtube.com/watch?v=K15Afe-If7E,Lux Æterna,Lux Æterna,Metallica
https://music.youtube.com/watch?v=9-5yhHLlNiY,Machinations,A REALM REBORN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken
https://music.youtube.com/watch?v=TzDTicwXhF8,Manouche Talk,Lupin III,Papik
https://music.youtube.com/watch?v=khXYDXeMX_0,MANTRA,amo,Bring Me The Horizon
https://music.youtube.com/watch?v=M8XaGxvuFOU,Mary Jane's Last Dance,Greatest Hits,Tom Petty And The Heartbreakers
https://music.youtube.com/watch?v=4EqgH1DNOTE,Melancholy,Lupin III,Papik
https://music.youtube.com/watch?v=qGL-hJ-Kybg,Meow,Meow,Lvusm
https://music.youtube.com/watch?v=VwE7H9UWCRY,Midnight,White Noise,Kudasaibeats
https://music.youtube.com/watch?v=38uYUM-gFWE,Miku,Miku,"Anamanaguchi, Miku Hatsune"
https://music.youtube.com/watch?v=6Zxgq0upMjE,Mimi's Delivery Service,Mimi's Delivery Service,Good Kid
https://music.youtube.com/watch?v=ujPjEYjhGuA,Mind-Bending Trip,Lupin III,Yuma
